CEST;NCM/SH;Segmento CEST;Item;Descrição CEST;Anexo XXVII
17.050.00;1905.20;17. Produtos alimentícios;50.0;Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma;Fabricados em escala industrial não relevante
17.051.00;1905.20.90;17. Produtos alimentícios;51.0;Bolo de forma, inclusive de especiarias;Fabricados em escala industrial não relevante
17.052.00;1905.20.10;17. Produtos alimentícios;52.0;Panetones;Fabricados em escala industrial não relevante
17.053.00;1905.31.00;17. Produtos alimentícios;53.0;"Biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos “cream cracker”, “água e sal”, “maisena”, “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)";Fabricados em escala industrial não relevante
17.053.01;1905.31.00;17. Produtos alimentícios;53.1;Biscoitos e bolachas derivados de farinha de trigo dos tipos “maisena” e “maria” e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.053.02;Fabricados em escala industrial não relevante
17.053.02;1905.31.00;17. Produtos alimentícios;53.2;"Biscoitos e bolachas derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"" de consumo popular";Fabricados em escala industrial não relevante
17.054.00;1905.31.00;17. Produtos alimentícios;54.0;"Biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos ""cream cracker"", ""água e sal"", ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)";Fabricados em escala industrial não relevante
17.054.01;1905.31.00;17. Produtos alimentícios;54.1;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial, exceto o CEST 17.054.02";Fabricados em escala industrial não relevante
17.054.02;1905.31.00;17. Produtos alimentícios;54.2;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"" de consumo popular";Fabricados em escala industrial não relevante
17.056.00;1905.90.20;17. Produtos alimentícios;56.0;Biscoitos e bolachas derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”;Fabricados em escala industrial não relevante
17.056.01;1905.90.20;17. Produtos alimentícios;56.1;Biscoitos e bolachas não derivados de farinha de trigo dos tipos “cream cracker” e “água e sal”;Fabricados em escala industrial não relevante
17.056.02;1905.90.20;17. Produtos alimentícios;56.2;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01;Fabricados em escala industrial não relevante
17.057.00;1905.32.00;17. Produtos alimentícios;57.0;“Waffles” e “wafers” - sem cobertura;Fabricados em escala industrial não relevante
17.058.00;1905.32.00;17. Produtos alimentícios;58.0;“Waffles” e “wafers” - com cobertura;Fabricados em escala industrial não relevante
17.059.00;1905.40.00;17. Produtos alimentícios;59.0;Torradas, pão torrado e produtos semelhantes torrados;Fabricados em escala industrial não relevante
17.060.00;1905.90.10;17. Produtos alimentícios;60.0;Outros pães de forma;Fabricados em escala industrial não relevante
17.062.00;1905.90.90;17. Produtos alimentícios;62.0;Outros pães, exceto o classificado no CEST 17.062.03;Fabricados em escala industrial não relevante
17.062.01;1905.90.90;17. Produtos alimentícios;62.1;"Outros bolos industrializados e produtos de panificação não especificados anteriormente, incluindo as pizzas; exceto os classificados nos CEST 17.062.02 e 17.062.03";Fabricados em escala industrial não relevante
17.062.02;1905.90.20;17. Produtos alimentícios;62.2;Casquinhas para sorvete;Fabricados em escala industrial não relevante
17.062.02;1905.90.90;17. Produtos alimentícios;62.2;Casquinhas para sorvete;Fabricados em escala industrial não relevante
17.062.03;1905.90.90;17. Produtos alimentícios;62.3;Pão francês até 200g;Fabricados em escala industrial não relevante
17.063.00;1905.10.00;17. Produtos alimentícios;63.0;Pão denominado knackebrot;Fabricados em escala industrial não relevante
17.064.00;1905.90;17. Produtos alimentícios;64.0;Demais pães industrializados;Fabricados em escala industrial não relevante
17.065.00;1507.90.11;17. Produtos alimentícios;65.0;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.066.00;1508;17. Produtos alimentícios;66.0;Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.067.00;1509;17. Produtos alimentícios;67.0;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros;
17.067.01;1509;17. Produtos alimentícios;67.1;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros;
17.067.02;1509;17. Produtos alimentícios;67.2;Azeites de oliva, em recipientes com capacidade superior a 5 litros;
17.068.00;1510.00.00;17. Produtos alimentícios;68.0;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.069.00;1512.19.11;17. Produtos alimentícios;69.0;Óleo de girassol em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.069.01;1512.29.10;17. Produtos alimentícios;69.1;Óleo de algodão refinado em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.070.00;1514.1;17. Produtos alimentícios;70.0;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.071.00;1515.19.00;17. Produtos alimentícios;71.0;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.072.00;1515.29.10;17. Produtos alimentícios;72.0;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.073.00;1512.29.90;17. Produtos alimentícios;73.0;Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.074.00;1517.90.10;17. Produtos alimentícios;74.0;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros;
17.075.00;1511;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente;
17.075.00;1513;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente;
17.075.00;1514;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente;
17.075.00;1515;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente;
17.075.00;1516;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente;
17.075.00;1518;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente;
17.076.00;1601.00.00;17. Produtos alimentícios;76.0;"Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela";Fabricados em escala industrial não relevante
17.077.00;1601.00.00;17. Produtos alimentícios;77.0;Salsicha e linguiça, exceto as descritas nos CEST 17.077.01;Fabricados em escala industrial não relevante
17.077.01;1601.00.00;17. Produtos alimentícios;77.1;Salsicha em lata;Fabricados em escala industrial não relevante
17.078.00;1601.00.00;17. Produtos alimentícios;78.0;Mortadela;Fabricados em escala industrial não relevante
17.079.00;1602;17. Produtos alimentícios;79.0;Outras preparações e conservas de carne, miudezas ou de sangue, exceto as descritas nos CEST 17.079.01, 17.079.02, 17.079.03, 17.079.04, 17.079.05, 17.079.06 e 17.079.07;Fabricados em escala industrial não relevante
17.079.01;1602.31.00;17. Produtos alimentícios;79.1;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de peruas e de perus.;Fabricados em escala industrial não relevante
17.079.02;1602.32.10;17. Produtos alimentícios;79.2;Outras preparações e conservas de carne, de miudezas ou de sangue, de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, não cozidas;Fabricados em escala industrial não relevante
17.079.03;1602.32.20;17. Produtos alimentícios;79.3;Outras preparações e conservas de carne, de miudezas ou de sangue, todas de aves da posição 01.05: de galos e de galinhas, com conteúdo de carne ou de miudezas superior ou igual a 57 %, em peso, cozidas;Fabricados em escala industrial não relevante
17.079.04;1602.41.00;17. Produtos alimentícios;79.4;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: pernas e respectivos pedaços;Fabricados em escala industrial não relevante
17.079.05;1602.49.00;17. Produtos alimentícios;79.5;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie suína: outras, incluindo as misturas, exceto os descritos no CEST 17.079.07;Fabricados em escala industrial não relevante
17.079.06;1602.50.00;17. Produtos alimentícios;79.6;Outras preparações e conservas de carne, de miudezas ou de sangue, da espécie bovina, exceto os descritos no CEST 17.079.07;Fabricados em escala industrial não relevante
17.079.07;1602.49.00;17. Produtos alimentícios;79.7;Apresuntado;Fabricados em escala industrial não relevante
17.080.00;1604;17. Produtos alimentícios;80.0;"Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto os descritos nos CEST 17.080.01 e 17.081.00";Fabricados em escala industrial não relevante
17.080.01;1604.20.10;17. Produtos alimentícios;80.1;Outras preparações e conservas de atuns;Fabricados em escala industrial não relevante
17.081.00;1604;17. Produtos alimentícios;81.0;Sardinha em conserva;Fabricados em escala industrial não relevante
17.082.00;1605;17. Produtos alimentícios;82.0;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas;Fabricados em escala industrial não relevante
17.083.00;1502;17. Produtos alimentícios;83.0;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01;Fabricados em escala industrial não relevante
17.083.00;1502;17. Produtos alimentícios;15;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01;Fabricados em escala industrial não relevante
17.083.00;0210.20.00;17. Produtos alimentícios;83.0;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01;Fabricados em escala industrial não relevante
17.083.00;0210.20.00;17. Produtos alimentícios;15;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01;Fabricados em escala industrial não relevante
17.083.00;0210.99.00;17. Produtos alimentícios;83.0;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01;Fabricados em escala industrial não relevante
17.083.00;0210.99.00;17. Produtos alimentícios;15;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação, exceto os descritos no CEST 17.083.01;Fabricados em escala industrial não relevante
17.083.01;0210.20.00;17. Produtos alimentícios;15.1;Charque e jerkedbeef;
17.084.00;0201;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;Fabricados em escala industrial não relevante
17.084.00;0202;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;Fabricados em escala industrial não relevante
17.084.00;0204;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;Fabricados em escala industrial não relevante
17.084.00;0206;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados;Fabricados em escala industrial não relevante
17.085.00;0204;17. Produtos alimentícios;85.0;Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas;Fabricados em escala industrial não relevante
17.086.00;0210.99.00;17. Produtos alimentícios;86.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;Fabricados em escala industrial não relevante
17.086.00;1502.10.19;17. Produtos alimentícios;86.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;Fabricados em escala industrial não relevante
17.086.00;1502.90.00;17. Produtos alimentícios;86.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos;Fabricados em escala industrial não relevante
17.087.00;0207;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;Fabricados em escala industrial não relevante
17.087.00;0209;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;Fabricados em escala industrial não relevante
17.087.00;1501;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;Fabricados em escala industrial não relevante
17.087.00;0210.99.00;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves, exceto os descritos no CEST 17.087.02;Fabricados em escala industrial não relevante
17.087.01;0203;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;Fabricados em escala industrial não relevante
17.087.01;0206;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;Fabricados em escala industrial não relevante
17.087.01;0209;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;Fabricados em escala industrial não relevante
17.087.01;1501;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;Fabricados em escala industrial não relevante
17.087.01;0210.1;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;Fabricados em escala industrial não relevante
17.087.01;0210.99.00;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos;Fabricados em escala industrial não relevante
17.087.02;0207.1;17. Produtos alimentícios;87.2;Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas;Fabricados em escala industrial não relevante
17.087.02;0207.2;17. Produtos alimentícios;87.2;Carnes de aves inteiras e com peso unitário superior a 3 kg, temperadas;Fabricados em escala industrial não relevante
17.088.00;0710;17. Produtos alimentícios;88.0;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg;Fabricados em escala industrial não relevante
17.088.01;0710;17. Produtos alimentícios;88.1;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg;Fabricados em escala industrial não relevante
17.089.00;0811;17. Produtos alimentícios;89.0;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg;Fabricados em escala industrial não relevante
17.089.01;0811;17. Produtos alimentícios;89.1;Frutas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;Fabricados em escala industrial não relevante
17.090.00;2001;17. Produtos alimentícios;90.0;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg;Fabricados em escala industrial não relevante
17.090.01;2001;17. Produtos alimentícios;90.1;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético, em embalagens de conteúdo superior a 1 kg;Fabricados em escala industrial não relevante
17.091.00;2004;17. Produtos alimentícios;91.0;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo inferior ou igual a 1 kg;Fabricados em escala industrial não relevante
17.091.01;2004;17. Produtos alimentícios;91.1;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com exceção dos produtos da posição 20.06, em embalagens de conteúdo superior a 1 kg;Fabricados em escala industrial não relevante
17.092.00;2005;17. Produtos alimentícios;92.0;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo inferior ou igual a 1 kg;Fabricados em escala industrial não relevante
17.092.01;2005;17. Produtos alimentícios;92.1;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com exceção dos produtos da posição 20.06, excluídos batata, inhame e mandioca fritos, em embalagens de conteúdo superior a 1 kg;Fabricados em escala industrial não relevante
17.093.00;2006.00.00;17. Produtos alimentícios;93.0;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo inferior ou igual a 1 kg;Fabricados em escala industrial não relevante
17.093.01;2006.00.00;17. Produtos alimentícios;93.1;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados), em embalagens de conteúdo superior a 1 kg;Fabricados em escala industrial não relevante
17.094.00;2007;17. Produtos alimentícios;94.0;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g;Fabricados em escala industrial não relevante
17.094.01;2007;17. Produtos alimentícios;94.1;Doces, geleias, “marmelades”, purês e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes, em embalagens de conteúdo superior a 1 kg;Fabricados em escala industrial não relevante
17.095.00;2008;17. Produtos alimentícios;95.0;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens de conteúdo inferior ou igual a 1 kg;Fabricados em escala industrial não relevante
17.095.01;2008;17. Produtos alimentícios;95.1;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas em outras posições, excluídos os amendoins e castanhas tipo aperitivo, da posição 2008.1, em embalagens superior a 1 kg;Fabricados em escala industrial não relevante
17.096.00;0901;17. Produtos alimentícios;96.0;Café torrado e moído, em embalagens de conteúdo inferior ou igual a 2 kg, exceto os classificados nos CEST 17.096.04 e 17.096.05;
17.096.01;0901;17. Produtos alimentícios;96.1;Café torrado e moído, em embalagens de conteúdo superior a 2 kg;
17.096.02;0901;17. Produtos alimentícios;96.2;Café torrado em grão, em embalagens de conteúdo inferior ou igual a 2 kg;
17.096.03;0901;17. Produtos alimentícios;96.3;Café torrado em grão, em embalagens de conteúdo superior a 2 kg;
17.096.04;0901;17. Produtos alimentícios;96.4;Café torrado e moído, em cápsulas, exceto os descritos no CEST 17.096.05;
17.096.05;0901;17. Produtos alimentícios;96.5;Café descafeinado torrado e moído, em cápsulas;
17.097.00;0902;17. Produtos alimentícios;97.0;Chá, mesmo aromatizado;Fabricados em escala industrial não relevante
17.097.00;1211.90.90;17. Produtos alimentícios;97.0;Chá, mesmo aromatizado;Fabricados em escala industrial não relevante
17.097.00;2106.90.90;17. Produtos alimentícios;97.0;Chá, mesmo aromatizado;Fabricados em escala industrial não relevante
17.098.00;0903.00;17. Produtos alimentícios;98.0;Mate;
17.099.00;1701.1;17. Produtos alimentícios;99.0;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.099.00;1701.99.00;17. Produtos alimentícios;99.0;Açúcar refinado, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.099.01;1701.1;17. Produtos alimentícios;99.1;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.099.01;1701.99.00;17. Produtos alimentícios;99.1;Açúcar refinado, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.099.02;1701.1;17. Produtos alimentícios;99.2;Açúcar refinado, em embalagens de conteúdo superior a 5 kg;
17.099.02;1701.99.00;17. Produtos alimentícios;99.2;Açúcar refinado, em embalagens de conteúdo superior a 5 kg;
17.100.00;1701.91.00;17. Produtos alimentícios;100.0;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.100.01;1701.91.00;17. Produtos alimentícios;100.1;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.100.02;1701.91.00;17. Produtos alimentícios;100.2;Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg;
17.101.00;1701.1;17. Produtos alimentícios;101.0;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.101.00;1701.99.00;17. Produtos alimentícios;101.0;Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.101.01;1701.1;17. Produtos alimentícios;101.1;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.101.01;1701.99.00;17. Produtos alimentícios;101.1;Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.101.02;1701.1;17. Produtos alimentícios;101.2;Açúcar cristal, em embalagens de conteúdo superior a 5 kg;
17.101.02;1701.99.00;17. Produtos alimentícios;101.2;Açúcar cristal, em embalagens de conteúdo superior a 5 kg;
17.102.00;1701.91.00;17. Produtos alimentícios;102.0;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.102.01;1701.91.00;17. Produtos alimentícios;102.1;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.102.02;1701.91;17. Produtos alimentícios;102.2;Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;
17.103.00;1701.1;17. Produtos alimentícios;103.0;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.103.00;1701.99.00;17. Produtos alimentícios;103.0;Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.103.01;1701.1;17. Produtos alimentícios;103.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.103.01;1701.99.00;17. Produtos alimentícios;103.1;Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.103.02;1701.1;17. Produtos alimentícios;103.2;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;
17.103.02;1701.99.00;17. Produtos alimentícios;103.2;Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg;
17.104.00;1701.91.00;17. Produtos alimentícios;104.0;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.104.01;1701.91.00;17. Produtos alimentícios;104.1;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.104.02;1701.91.00;17. Produtos alimentícios;104.2;Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg;
17.105.00;1702;17. Produtos alimentícios;105.0;Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g;
17.105.01;1702;17. Produtos alimentícios;105.1;Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg;
17.105.02;1702;17. Produtos alimentícios;105.2;Outros açúcares, em embalagens de conteúdo superior a 5 kg;
17.106.00;2008.19.00;17. Produtos alimentícios;106.0;Milho para pipoca (micro-ondas);Fabricados em escala industrial não relevante
17.107.00;2101.1;17. Produtos alimentícios;107.0;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01;
17.107.01;2101.1;17. Produtos alimentícios;107.1;Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas;
17.108.00;2101.20;17. Produtos alimentícios;108.0;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01;
17.108.01;2101.20;17. Produtos alimentícios;108.1;Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas;
17.109.00;1901.90.90;17. Produtos alimentícios;109.0;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;
17.109.00;2101.11.90;17. Produtos alimentícios;109.0;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;
17.109.00;2101.12.00;17. Produtos alimentícios;109.0;Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g;
17.110.00;2202.10.00;17. Produtos alimentícios;110.0;Refrescos e outras bebidas prontas para beber, à base de chá e mate;Fabricados em escala industrial não relevante
17.111.00;2202.10.00;17. Produtos alimentícios;111.0;Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00;Fabricados em escala industrial não relevante
17.112.00;2202.99.00;17. Produtos alimentícios;112.0;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos;Fabricados em escala industrial não relevante
17.113.00;2101.20;17. Produtos alimentícios;113.0;Bebidas prontas à base de mate ou chá;Fabricados em escala industrial não relevante
